image,Unnamed: 1
data/processed/processed_52.png,خیبر پختونخوا: ٹانک میں پولیس کی بکتر بند گاڑی پر دھماکا، 6 اہلکار شہید
data/processed/processed_53.png,بکتر بند گاڑی گومل پولیس اسٹیشن سے ٹانک جا رہی تھی
data/processed/processed_54.png,ایران نے مذاکرات کے لیے رابطہ کیا ہے
data/processed/processed_55.png,امریکی صدر کا کہنا ہے کہ ایران کی قیادت نے
data/processed/processed_56.png,بھارت کا 8 ماہ میں دوسرا خلائی مشن ناکام
data/processed/processed_57.png,9 مئی کو ریڈیو پاکستان پر حملے میں سہیل آفریدی کی موجودگی کی ’تصدیق‘
data/processed/processed_58.png,جوا ایپ پروموشن کیس:
data/processed/processed_59.png,فرانس نے منگولیا کو 7 کروڑ سال پرانا ڈائناسور کا ڈھانچہ واپس کر دیا
data/processed/processed_60.png,شہرت سے انسان کی زندگی ساڑھے چار سال تک کم
data/processed/processed_61.png,نمائندہ جنگ، اے ایف پی) بنوں میں اقوام میر اخیل اور
data/processed/processed_62.png,اسکے ساتھ ملحقہ علاقے کے عوام نے بجلی و گیس
data/processed/processed_63.png,نے بجلی و گیس کی لوڈ شیڈنگ کیخلاف مظاہرہ کیا۔ مظاہرین نے
data/processed/processed_64.png,مظاہرے کے دوران بنوں ڈیرہ روڈ بلاک کر دی اور سڑک
data/processed/processed_65.png,سے انکار کر دیا، مظاہرین کو روڈ سے ہٹانے
data/processed/processed_66.png,کیلئے پولیس نے مظاہرین پر لاٹھی چارج اور فائرنگ کی
data/processed/processed_67.png,سے ایک نوجوان منصور علی جاں بحق اور
data/processed/processed_68.png,14 افراد بشمول تین خواتین زخمی ہوئے۔ زخمیوں کو قریبی ہسپتال
data/processed/processed_69.png,منتقل کر دیا گیا۔ ۔ بنوں اور ڈیرہ اسماعیل خان ضلع کو
data/processed/processed_70.png,ملانے والی مرکزی شاہراہ پر کرفیو نافذ کر دیا گیا ہے۔ بنوں
data/processed/processed_71.png,میں تشدد اس وقت شروع ہوا جب 500 کے لگ بھگ
data/processed/processed_72.png,مظاہرین نے مصروف شاہراہ بلاک کر دی اور خالی کرنے سے
data/processed/processed_73.png,کی لوڈ شیڈنگ کیخلاف مظاہرہ کیا۔ پولیس تشدد سے ایک نوجوان
data/processed/processed_74.png,انکار کر دیا۔ مظاہرین نے شاہراہ کو 3 گھنٹے تک بلاک رکھا۔ پولیس کا
data/processed/processed_75.png,کہنا ہے کہ ایک فائرنگ کے تبادلے کے نتیجے
data/processed/processed_76.png,میں جاں بحق ہوا جبکہ مکینوں کا الزام ہے کہ
data/processed/processed_77.png,مظاہرین میں سے ایک شخص پولیس کی فائرنگ سے ہلاک
data/processed/processed_78.png,ہوا ہے۔ بنوں کے ایک پولیس افسر نے اے ایف پی
data/processed/processed_79.png,کو بتایا کہ پولیس نے مظاہرین کو منتشر کرنے کیلئے لاٹھی
data/processed/processed_80.png,چارج اور آنسو گیس کے شیل فائر کئے جس کے
data/processed/processed_81.png,جواب میں مظاہرین نے پولیس پر پتھراؤ شروع کر دیا۔ بنوں کے
data/processed/processed_82.png,ایک پولیس افسر نے بتایا کہ فائرنگ پہلے مظاہرین
data/processed/processed_83.png,میں سے کسی نے پولیس پر فائرنگ کی۔ انہوں
data/processed/processed_84.png,منصور علی جاں بحق اور 2 خواتین سمیت 14 افراد زخمی ہو گئے۔
data/processed/processed_85.png,نے کہا کہ پولیس نے مظاہرین کو منتشر کرنے کیلئے
data/processed/processed_86.png,ہوائی فائرنگ کی۔ انہوں نے کہا کہ مظاہرین نے بجلی
data/processed/processed_87.png,کے گرڈ اسٹیشن پر حملہ کیا۔
data/processed/processed_88.png,کراچی (اسٹاف رپورٹر) متحدہ قومی موومنٹ کے قائد
data/processed/processed_89.png,الطاف حسین نے واضح اور دو ٹوک الفاظ میں کہا ہے کہ کوئی
data/processed/processed_90.png,مسلمان بھی اللہ تعالیٰ محبوب اور نبی آخرالزمان حضرت
data/processed/processed_91.png,محمد مصطفیٰ صلی اللہ علیہ وآلہ وسلم کی شان میں گستاخی کرنا تو کجا اس کا
data/processed/processed_92.png,تصور بھی نہیں کر سکتا، حتیٰ کہ پاکستان میں رہنے والی
data/processed/processed_93.png,اقلیتیں بھی سرکار دو عالم صلی اللہ علیہ وآلہ وسلم کی شان میں گستاخی نہیں کر سکتیں لہٰذا
data/processed/processed_94.png,میں تمام مسالک سے تعلق رکھنے والے مذہبی رہنماؤں سے
data/processed/processed_95.png,علاقے میں کرفیو نافذ کر دیا گیا ہے۔ مکینوں نے الزام
data/processed/processed_96.png,درخواست کرتا ہوں کہ وہ وزیر اعظم رضا گیلانی کی اس واضح
data/processed/processed_97.png,یقین دہانی کے بعد کہ ناموس رسالت صلی اللہ علیہ وآلہ وسلم کے قانون میں
data/processed/processed_98.png,کسی بھی قسم کی ترمیم یا تبدیلی نہیں کی جا رہی ہے،
data/processed/processed_99.png,اپنے مظاہروں کا سلسلہ ختم کر دیں۔ انہوں نے تمام تنظیمی ونگز
data/processed/processed_100.png,اور شعبہ جات کے ارکان سمیت تمام ذمہ داروں اور کارکنوں
data/processed/processed_101.png,سے کہا کہ وہ مذہبی رواداری اور فرقہ وارانہ ہم آہنگی
data/processed/processed_102.png,کے فروغ کیلئے گلی گلی کارنر میٹنگز کا انعقاد کریں۔ انہوں
data/processed/processed_103.png,نے ان خیالات کا اظہار ایم کیوایم کے مرکز نائن
data/processed/processed_104.png,زیر و پرایم کیو ایم کے مختلف شعبہ جات کے ارکان
data/processed/processed_105.png,کے اجلاس سے ٹیلیفون پر خطاب کرتے ہوئے کیا۔ اپنے
data/processed/processed_106.png,لگایا کہ پولیس کی فائرنگ سے شہری ہلاک ہوا جبکہ
data/processed/processed_107.png,فکر انگیز خطاب میں الطاف حسین نے کہا کہ islam کے معنے
data/processed/processed_108.png,امن اور سلامتی ہیں ، islam صرف مسلمانوں ہی
data/processed/processed_109.png,کے نہیں بلکہ تمام مذاہب کے احترام کا درس دیتا ہے
data/processed/processed_110.png,قرآن مجید میں اللہ تعالیٰ کا فرمان بالکل واضح ہے کہ ترجمہ
data/processed/processed_111.png,میرا دین میرے ساتھ ، تمہارا دین تمہارے ساتھ ۔ قرآن مجید میں
data/processed/processed_112.png,ایک اور جگہ اللہ تعالیٰ کا فرمان ہے کہ
data/processed/processed_113.png,ترجمہ : دین میں کوئی جبر نہیں ۔ اللہ تعالیٰ اپنے
data/processed/processed_114.png,اس فرمان میں صاف لفظوں میں بتایا ہے کہ
data/processed/processed_115.png,جبر اور انتہا پسندی کا نہیں اعتدال پسندی کا درس دیتا ہے ، مذہبی
data/processed/processed_116.png,نتہا پسندی islam کی تعلیمات کی نفی ہے۔ الطاف حسین نے
data/processed/processed_117.png,پولیس کا کہنا ہے کہ مظاہرین میں کسی نے ہم
data/processed/processed_118.png,کہا کہ جہاں انتہا پسندی ہو گی وہاں امن وسلامتی اور اتحاد
data/processed/processed_119.png,نہیں بلکہ انتشار ہوگا، نفاق ہوگا، تشدد ہوگا اور قتل و غارتگری
data/processed/processed_120.png,ہوگی۔ انہوں نے کہا کہ islam تو ایسا مذہب ہے جو نہ صرف
data/processed/processed_121.png,مسلمانوں کو امن و سلامتی کا پیغام دیتا ہے بلکہ وہ
data/processed/processed_122.png,غیر مسلموں کو بھی امن اور سلامتی کی ضمانت دیتا ہے
data/processed/processed_123.png,انہوں نے کہا کہ انسانی تاریخ میں کئی امراء ، سلاطین اور
data/processed/processed_124.png,بادشاہوں نے اپنے اقتدار کو جائز قرار دینے اور اسے دوام بخشنے
data/processed/processed_125.png,کیلئے مذہب کو بطور ڈھال استعمال کیا ، ہمارے ملک میں
data/processed/processed_126.png,بھی یہی ہوا اور گزشتہ کئی برسوں سے کچھ عناصر مذہب
data/processed/processed_127.png,کو نہ صرف اپنے مفادات کیلئے استعمال کر رہے ہیں بلکہ معصوم
data/processed/processed_128.png,پر براہ راست فائرنگ کی اور فائرنگ کے تبادلے کے
data/processed/processed_129.png,اور سادہ لوح مسلمانوں کی برین واشنگ کرکے اور انہیں غلط تربیت
data/processed/processed_130.png,دیکر اس طرف دھکیل رہے ہیں اور ان سے وہ عمل کراتے
data/processed/processed_131.png,ہیں جو islam کی تعلیمات کی کھلی نفی کے زمرے
data/processed/processed_132.png,میں آتا ہے۔ الطاف حسین نے سوال کیا کہ اگر
data/processed/processed_133.png,غلط تشریح کی جائے اور امن وسلامتی کا درس دینے
data/processed/processed_134.png,والے مذہب islam کو اگر امن کے بجائے انتشار اور
data/processed/processed_135.png,سلامتی کے بجائے تباہی کا ذریعہ بنادیا جائے تو کیا
data/processed/processed_136.png,"""کیا یہ عمل توہینِ اسلام کے زمرے میں نہیں آتا؟"
data/processed/processed_137.png,کیا اسلام کے نام پر تشدد کرنا اسلام کی خدمت ہے؟
data/processed/processed_138.png,کیا یہ عمل تعلیمات رسول اللہ السلام کی توہین کے زمرے میں نہیں
data/processed/processed_139.png,نتیجے میں ایک شہری ہلاک ہو گیا۔ تفصیلات کے مطابق بنوں
data/processed/processed_140.png,آتا ؟ اگر islam کے نام پر قبروں سے میتوں کو نکال کر
data/processed/processed_141.png,میں اقوام میراخیل اور اسکے ساتھ ملحقہ علاقے کے عوام
data/processed/processed_142.png,پارک میں جانو لانا منع ہے
data/processed/processed_143.png,خان شاپنگ مال
data/processed/processed_144.png,خان شاپنگ مال
data/processed/processed_145.png,گورنمنٹ گرلز ہائی سکول سرال
data/processed/processed_146.png,میاں جی ریسٹورنٹ
data/processed/processed_147.png,گوگا نقیبیہ مرغ چنے المشہور ماڈل ٹاؤن والے
data/processed/processed_148.png,بسم اللہ الرحمن الرحیم۔ وتعز من تشاء وتذل من تشاء بيدك الخير إنك على كل شيء قدير۔ پروپرائیٹر: سنی ڈار۔ دار ملک شاپ گجرات ڈھکی چوک کا مشہور ٹھنڈا دودھ کی دوسری برانچ
data/processed/processed_149.png,پروپرائیٹر وکی، مینیجر توصیف۔ نیو دربار زمان ٹریولز۔ وکی کارگو سروس پشاور ٹو چترال
data/processed/processed_150.png,مائوں کے قدموں کے نیچے ہے (الحدیث)
data/processed/processed_151.png,والی فوڈز۔ یہاں صرف کھانا اچھا ہے، آپ کے گھر جیسا
data/processed/processed_152.png,جیسے نازک دل پھول توڑنا منع ہے
data/processed/processed_153.png,خوش آمدید یونین کونسل روپا
data/processed/processed_154.png,بوجہ سی این جی اسٹیشن بند ہے
data/processed/processed_155.png,جانور اپنے مالک کو پہچانتا ہے لیکن افسوس انسان اپنے خالق کو نہیں پہچانتا (حضرت عثمان غنی)
data/processed/processed_156.png,کیا پیش کروں آقا کیا چیز ہماری ہے، یہ دل بھی تمہارا ہے یہ جان بھی تمہاری ہے
data/processed/processed_157.png,یا اللہ، یا محمد۔ بس سٹاپ حاجی گہنے خان، بستی
data/processed/processed_158.png,میلسی، گری کلاں، عمر کچھی، ڈھوڈہ، بدھو
data/processed/processed_159.png,پراونشل ہائی وے ڈیپارٹمنٹ
data/processed/processed_160.png,ویمن یونیورسٹی مردان، بخشالی کیمپس
data/processed/processed_161.png,بخشالی کیمپس، بشکریہ جناب محمد عاطف خان صوبائی وزیر
data/processed/processed_162.png,تراول ریلوے اسٹیشن
data/processed/processed_163.png,تحصیل ہیڈ کوارٹر
data/processed/processed_164.png,ہسپتال تلہ گنگ
data/processed/processed_165.png,لکھوانہ
data/processed/processed_166.png,دفاتر محکمہ زراعت (توسیع) ضلع چنیوٹ
data/processed/processed_167.png,تجزیہ گاہ برائے مٹی پانی
data/processed/processed_168.png,جیسے نازک دل پھول توڑنا منع ہے
data/processed/processed_169.png,بس کہ دشوار ہے ہر کام کا آساں ہونا، آدمی کو بھی میسر نہیں انساں ہونا
data/processed/processed_170.png,زمیں کو صفحہ گلشن بنایا خوں چکانی نے، چمن بالیدنی وا از رم نخچیر ہے پیدا (غالب)
data/processed/processed_171.png,خانہ بہداشت کارگری
data/processed/processed_172.png,کوی محبت، بن بست خصوصی
data/processed/processed_173.png,مجمع مسکونی گلنار
data/processed/processed_174.png,خدا را فراموش مکن
data/processed/processed_175.png,توکلت علی اللہ
data/processed/processed_176.png,مریت ہوٹل اینڈ ریسٹورنٹ۔ رہائش کا اعلیٰ بندوبست اور معیاری کھانوں کا واحد مرکز۔ پروپرائیٹر: محمد اشرف سواتی
data/processed/processed_177.png,ایمو، لومتری، کیدر، بیون
data/processed/processed_178.png,چک نمبر 41 گ ب، جگر
data/processed/processed_179.png,عمیر کلاتہ مال
data/processed/processed_180.png,مظفر الیکٹرک اینڈ الیکٹرانکس سینٹر
data/processed/processed_181.png,لبیرونی گورنمنٹ کالج، پنڈ دادنخان
data/processed/processed_182.png,شہید کارگل کیپٹن کرنل شیر خان نشان حیدر
data/processed/processed_183.png,کیا پیش کروں آقا کیا چیز ہماری ہے، یہ دل بھی تمہارا ہے یہ جان بھی تمہاری ہے۔ انجمن میلاد النبی - چک نمبر
data/processed/processed_184.png,پاکستان زندہ باد
data/processed/processed_185.png,والدین کی عزت کرنی چاہیے
data/processed/processed_186.png,اردو ہماری قومی زبان ہے
data/processed/processed_187.png,پاکستان کا دارالحکومت اسلام آباد ہے
data/processed/processed_188.png,محنتی انسان کبھی ناکام نہیں ہوتا
data/processed/processed_189.png,دوستی ایک قیمتی رشتہ ہے
data/processed/processed_190.png,صبر کا پھل میٹھا ہوتا ہے
data/processed/processed_191.png,علم بغیر عمل کے بیکار ہے
data/processed/processed_192.png,پاکستان کا قومی پھل آم ہے
data/processed/processed_193.png,ایمانداری بہترین پالیسی ہے
data/processed/processed_194.png,ورزش صحت کے لیے ضروری ہے
data/processed/processed_195.png,آج کا موسم خوشگوار ہے
data/processed/processed_196.png,ہر انسان کو محنت کرنی چاہیے
data/processed/processed_197.png,سچ بولنا سب سے اچھی عادت ہے
data/processed/processed_198.png,اتفاق میں برکت ہے
data/processed/processed_199.png,علم ایک ایسا نور ہے جو اندھیرا دور کرتا ہے
data/processed/processed_200.png,کوشش کرنے والے کی کبھی ہار نہیں ہوتی
data/processed/processed_201.png,ہمیں ہمیشہ دوسروں کی مدد کرنی چاہیے
data/processed/processed_202.png,درخت لگانا صدقہ جاریہ ہے
data/processed/processed_203.png,صفائی نصف ایمان ہے
data/processed/processed_204.png,آسمان پر کالے بادل چھائے ہوئے ہیں
data/processed/processed_205.png,کھیل کود صحت کے لیے بہت مفید ہے
data/processed/processed_206.png,تعلیم ہر انسان کا حق ہے
data/processed/processed_207.png,ہر کام وقت پر کرنا کامیابی کا راز ہے
data/processed/processed_208.png,پرندے صبح سویرے چہچہاتے ہیں
data/processed/processed_209.png,صبح کی سیر انسان کو تروتازہ رکھتی ہے
data/processed/processed_210.png,پاکستان کا قومی پھول چمبیلی ہے
data/processed/processed_211.png,استاد کا احترام ہم پر فرض ہے
data/processed/processed_212.png,سردیوں کی دھوپ بہت بھلی معلوم ہوتی ہے
data/processed/processed_213.png,پانی اللہ تعالی کی بہت بڑی نعمت ہے
data/processed/processed_214.png,محنتی طالب علم ہمیشہ اچھے نمبر لیتا ہے
data/processed/processed_215.png,ہمیشہ نرم لہجے میں بات کرنی چاہیے
data/processed/processed_216.png,کامیابی کا راستہ محنت سے ہو کر گزرتا ہے
data/processed/processed_217.png,کراچی پاکستان کا سب سے بڑا شہر ہے
data/processed/processed_218.png,جھوٹ بولنا تمام برائیوں کی جڑ ہے
data/processed/processed_219.png,محنت کامیابی کی کنجی ہے
data/processed/processed_220.png,صحت سب سے بڑی نعمت ہے
data/processed/processed_221.png,وقت کی قدر کرنی چاہیے
data/processed/processed_222.png,لاہور پاکستان کا تاریخی شہر ہے
data/processed/processed_223.png,کتاب علم کا خزانہ ہے
data/processed/processed_224.png,وہ پچیس سال کا پرکش لڑکا تھا۔ جس کی رنگت گوری اور قد کاٹھ متوسط تھا۔ روشن پیشانی کے اوپر ہلکا سا محراب تھا جو اکثر لمبے سیاہ بالوں کے نیچے چھپا رہتا تھا— کالی سیاہ آنکھوں میں اکثر و بیشتر لالی رہتی۔ اُس لڑکے نے واش روم کی طرف جاتے ہوئے بزنس کلاس کے دوسرے مسافروں پر واجبی سی نگاہ ڈالی جن میں سے کافی سارے لنچ کرنے کے بعد نیند کی آغوش میں تھے۔
data/processed/processed_225.png,ان قدیم شہسوارانِ علم و ادب میں سے ہیں جن کی تحقیقی و تنقیدی تحریریں اردو ادب کے نگارخانوں میں مختلف زاویوں سے پھیل کر روشن ہوئی ہیں۔ راقم کی نگاہ 1958ء سے آپ کی تخلیقاتی جزیروں کے اطراف برابر چکر لگا رہی ہے۔ آپ کی تحریروں بالخصوص افسانوں میں جمالیاتی عنصر کے ساتھ ساتھ زندگی اور کائنات کے بعض اہم پہلو اجاگر ہوتے ہیں۔ رومانیت سے قطع نظر آپ نے عصری تقاضوں، سماجی قدروں اور اپنے ماحول کی فضاؤں میں نمودار ہونے والی نئی کروٹوں کو بھی اپنی تخلیقات میں سمونے کی بھرپور کوشش کی ہے۔ صحافتی ادب میں بھی آپ نے قدم رکھ کر بعض نامعلوم رسائل اور ان کی خدمات کو نمایاں کیا ہے
data/processed/processed_226.png,"""اس نے ایک ہاتھ اس کی پشت پر پھیلا دیا تھا۔ دوسرے ہاتھ سے وہ اس کا سر سہلانے لگی تھی بالکل کسی بچے کی طرح، وہ چپ نہیں ہوا تھا۔ وہ روتا رہا تھا۔ بلک بلک کر یوں جیسے وہ زندگی میں"
data/processed/processed_227.png,"""حدید چیز مت روؤ۔""اس نے ایک ہاتھ اس کی پشت پر پھیلا دیا تھا۔ دوسرے ہاتھ سے وہ اس کا سر سہلانے لگی تھی بالکل کسی بچے کی طرح، وہ چپ نہیں ہوا تھا۔ وہ روتا رہا تھا۔ بلک بلک کر یوں جیسے وہ زندگی میں"
data/processed/processed_228.png,اُردو ہندی تنازع
data/processed/processed_229.png,مشاجراتِ صحابہ مشاجرات کہتے ہیں، صحابہ کرام رضی اللہ عنہم کی آپسی جنگوں کو، جو جنگیں کسی اجتہادی مسئلے پر برپا ہوگئیں، یا پھر فتنہ پرور عناصر کی درونِ خانہ سازشوں نے حالات اس حد تک گھمبیر کر دیئے کہ آخر کار معاملہ جنگ پر منتج ہوا، صحابہ کرام ان جنگ کے وہ فریق تھے، جو کسی بھی صورت لڑنا نہیں چاہتے تھے، مگر لڑائی سے نکل بھی نہیں پا رہے تھے، حالات کی ستم ظریفی نے وہ ماحول پیدا کر دیا ہے کہ رحماء بینہم کا اعزاز پانے والے بھی آپس میں جھگڑ بیٹھے ہیں۔ گو اصحابِ رسول کا باہمی رحم والا معاملہ غالب ہی رہا، قرآن کا دیا ہوا اعزاز تا قیامت ختم نہیں ہوسکتا، مگر جنگیں بہرحال ہوگئیں
data/processed/processed_230.png,اب ان جنگوں کا نفسیاتی، جغرافیائی اور واقعاتی تجزیہ تو کیا جا سکتا ہے اور ائمہ اہل سنت نے کیا بھی ہے، مگر ان جنگوں کو لے کر صحابہ کے کسی ایک فریق یا کسی فرد کو موردِ طعن ٹھہرانا کسی طور پر بھی روا نہیں رکھا جا سکتا، نہ اس کی اجازت دی جا سکتی ہے۔ اس کی بیسیوں وجوہات ہیں، بنیادی وجہ تو قرآن کریم میں ان کی توثیق کا آجانا ہے، ظاہر ہے کہ جس کی توثیق قرآن کریم کی طرف سے ہوگئی ہو، اس کی ذات و دل سے متعلق تو ایسی ویسی بات نہیں کی جا سکتی جس سے اس کی تنقیصِ شان ہوتی ہو، کیوں کہ محض لڑنا ہی نہیں ہوتا لڑنے کی وجہ اہم ہوا کرتی ہے
data/processed/processed_231.png,جو بھی اسے اپنا رہنما بنائے گا یہ اسے جنت کی طرف لے جائے گا اور اگر پسِ پشت ڈال دے تو گمراہی کا سبب ہے۔
data/processed/processed_232.png,وقت دنوں سے مہینوں اور مہینوں سے برسوں میں تبدیل ہو کر گزرتا چلا گیا۔ نعیم کو جنوبی پرتگال کی گورنری پر فائز ہوئے اٹھارہ سال گزر چکے تھے۔ اس کی جوانی بڑھاپے میں تبدیل ہو چکی تھی۔ نرگس کی عمر بھی چالیس سے تجاوز کر چکی تھی لیکن اس کے حسین چہرے کی جاذبیت میں کوئی نمایاں تبدیلی نظر نہ آتی تھی۔
data/processed/processed_233.png,"""بیٹا! تمہارے ہاتھ کانپتے ہیں اور تم گردن ذرا بلند رکھتے ہو؟"" ""ابا! جب آپ میری طرح تھے، آپ کے ہاتھ نہیں کانپا کرتے تھے؟"" ""بیٹا! جب میں تمہاری عمر میں تھا تو اڑتے ہوئے پرندوں کو گرایا کرتا تھا اور جب میں تم سے چار سال بڑا تھا تو بصرہ کے لڑکوں میں سب سے اچھا تیر انداز مانا جاتا تھا۔""""ابا جان! آپ نشانہ لگا کر دیکھیں!""نعیم نے اس کے ہاتھ سے کمان لے کر تیر چلایا تو وہ ہدف کے عین درمیان میں جا کر لگا۔ اس کے بعد نعیم اسے نشانہ لگانے کا طریقہ سمجھانے لگا۔ نرگس بھی ان کے قریب آ کھڑی ہوئی۔"
data/processed/processed_234.png,حج کی ادائیگی کا طری آٹھ ذوالحجہ سے بارہ ذوالحجہ تک حج کے مخصوص پانچ دن ہیں۔ ان پانچ دنوں میں حج کے تقریباً تمام فرائض و واجبات ادا ہو جاتے ہیں۔ ذیل میں ہر روز کے مناسک و افعال کو ترتیب وار بیان کیا جا رہا ہے
data/processed/processed_235.png,احرام باندھنا: 8 ذوالحجہ کو نمازِ فجر مکہ میں باجماعت ادا کریں اور غسل یا وضو کر کے احرام باندھ لیں اس کے بعد احرام کے دو رکعت نفل ادا کریں
data/processed/processed_236.png,(ترجمہ):۔ اے اللہ! میں حج کی نیت کرتا ہوں (کرتی ہوں) اس کو میرے لیے آسان فرما اور اسے پوری کرنے کی وصیت نہیں کی تو اس کی طرف سے وارثوں پر حج کرنا فرض نہیں ہے، لیکن اگر وارث اس کی طرف سے حج کرے تو اللہ تعالیٰ کی رحمت سے امید ہے کہ اس میت کا فرض حج ادا ہو جائے گا
